model,run_file,drive_link,domain,mode,gold_answer,model_answer,verdict
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-17.txt,https://drive.google.com/file/d/1Q-oQseGHTEKRj0V8UjIcjJH07UJ_d9vV/view,nyt,default,"ZOOM: DART, FLASH, SPEED, ZIP | SAUCES IN CHINESE CUISINE: HOISIN, OYSTER, PLUM, SOY | RIFFLE (THROUGH): FLIP, LEAF, SKIM, THUMB | STARTING WITH SYNONYMS FOR ""DUD"": BOMBAY, BUSTLE, FLOPPY, MISSUS",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-18.txt,https://drive.google.com/file/d/1TXACxbZKVIuTc3rWGjHck4QTjVG_q-QT/view,nyt,default,"RETRO HAIR DIRECTIVES: CRIMP, CURL, FEATHER, TEASE | RETRO SLANG FOR COOL: BAD, FLY, RAD, WICKED | CHICKEN DESCRIPTORS: BANTAM, CRESTED, FREE-RANGE, LEGHORN | ___ CREAM: HEAVY, SHAVING, SOUR, TOPICAL","bantam, crested, free-range, leghorn | bad, rad, sick, wicked | crimp, curl, feather, shaving | fly, heavy, sour, topical",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-19.txt,https://drive.google.com/file/d/1XPbyVmKShwwNj0qRvyInzbfNfz1LtZvs/view,nyt,default,"EASTER SUPPLIES: BASKET, DYE, EGGS, PEEPS | FIREPLACE ACCESSORIES: BELLOWS, POKER, SHOVEL, TONGS | ELEMENTS OF ""SATURDAY NIGHT FEVER"": DISCO, JOHN TRAVOLTA, PLATFORM SHOES, POLYESTER SUIT | HOMOPHONES OF WAYS TO COOK SOMETHING: BOYLE, BRAYS, SEER, STU","bellows, poker, shovel, tongs | disco, platform shoes, polyester suit, stu | brays, peeps, poker, seer | basket, boyle, dye, eggs",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-20.txt,https://drive.google.com/file/d/1G_qqbd3lzBT9ZUfdEj3Xv2yRJbrbbWVY/view,nyt,default,"QUICK FIX: EASY ANSWER, MAGIC WAND, PANACEA, SILVER BULLET | ASSOCIATED WITH THE MOON: ECLIPSE, GREEN CHEESE, TIDE, WEREWOLF | ORIGINAL MONOPOLY TOKENS: BOOT, IRON, THIMBLE, TOP HAT | WHAT ""JACK"" MIGHT REFER TO: CHEESE, DONKEY, PLAYING CARD, SOCKET","boot, iron, thimble, top hat | easy answer, magic wand, panacea, silver bullet | eclipse, socket, tide, werewolf | cheese, donkey, green cheese, playing card",WRONG (2/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-21.txt,https://drive.google.com/file/d/1lf3pOZluUzCleRI7hsZv9BDNXRsutzRP/view,nyt,default,"EXPERIENCE: BACKGROUND, HISTORY, LIFE, PAST | ATTENDANCE STATUS: ABSENT, EXCUSED, LATE, PRESENT | COMMENTARY ABOUT YOUR CONNECTIONS RESULTS: GREAT, PERFECT, PHEW, SOLID | CAR BRANDS PLUS TWO LETTERS: AUDITS, DODGERS, INFINITIVE, MINION",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-22.txt,https://drive.google.com/file/d/1YnALIr-R1uazHM8ZhsGadGzYKVOT-GAS/view,nyt,default,"ONE WHO DOESN'T FIT IN: BLACK SHEEP, MISFIT, OUTCAST, REJECT | DESCRIPTORS FOR GRAYING HAIR: DISTINGUISHED, FLECKED, SALT-AND-PEPPER, SILVER | CLASSIC COMIC STRIPS: BLONDIE, BLOOM COUNTY, PEANUTS, THE FAR SIDE | ASSOCIATED WITH THEODORE ROOSEVELT: BIG STICK, BULL MOOSE, ROUGH RIDERS, TEDDY BEAR","blondie, bloom county, peanuts, the far side | big stick, bull moose, rough riders, teddy bear | distinguished, flecked, salt-and-pepper, silver | black sheep, misfit, outcast, reject",SOLVED (4/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-23.txt,https://drive.google.com/file/d/1cXYqZPDwDGaUW_7stcLmAhMPiDHdeZh9/view,nyt,default,"EAT VORACIOUSLY: BOLT, GORGE, INHALE, SCARF | CONICAL THINGS: CHRISTMAS TREE, CONE, PARTY HAT, VOLCANO | POSE: BLUFF, FRONT, MASQUERADE, POSTURE | SETTINGS FOR A KISS: BLARNEY STONE, MISTLETOE, NEW YEAR'S EVE, WEDDING","christmas tree, masquerade, mistletoe, party hat | bluff, cone, gorge, volcano | bolt, inhale, scarf, wedding | blarney stone, front, new year's eve, posture",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-24.txt,https://drive.google.com/file/d/1fcvP4c_YtJl2TPrfE8koB2v167KxzO4c/view,nyt,default,"CALCIUM-BASED STRUCTURES: BONES, CORAL, SHELLS, TEETH | SYMBOLS OF SCOTLAND: BAGPIPES, SCOTTIE, TARTAN, THISTLE | FAMOUS PLAYWRIGHTS: CHEKHOV, COWARD, MILLER, SHAW | ___ BEAM: BALANCE, JIM, LASER, TRACTOR","bagpipes, scottie, tartan, thistle | bones, coral, shells, teeth | chekhov, coward, miller, shaw | balance, jim, laser, tractor",SOLVED (4/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-25.txt,https://drive.google.com/file/d/1pJAOy8w-qwQ-vM_P_8Ihdazpr8frRPCn/view,nyt,default,"CARE FOR: BABY, FOSTER, MOTHER, NURSE | ELEMENTARY: BASIC, KEY, PRIMARY, PRINCIPAL | JAMESES: BROWN, COOK, DEAN, HARDEN | ENDING IN FAMILY WORDS: ALKALINE, DECLAN, DIATRIBE, NAPKIN",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-26.txt,https://drive.google.com/file/d/1FhtiMAU2zy6NjJ-JNTWK_7IJ6h6W4yJC/view,nyt,default,"PIVOTAL POINT: CROSSROADS, LANDMARK, MILESTONE, WATERSHED | GREEN THINGS: GRASSHOPPER, SHAMROCK, STATUE OF LIBERTY, WASABI | ELEMENTS OF JOKE-TELLING: CALLBACK, PUNCHLINE, SETUP, TIMING | ""___ PLEASE"": ATTENTION, CHECK, DRUMROLL, PRETTY","crossroads, landmark, milestone, watershed | callback, punchline, setup, timing | grasshopper, shamrock, statue of liberty, wasabi | attention, check, drumroll, pretty",SOLVED (4/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-27.txt,https://drive.google.com/file/d/147fVV-ZURviekZjFrjAuEm7T3E48IIzT/view,nyt,default,"BACKSTABBER: JUDAS, SNAKE, TRAITOR, TURNCOAT | AURA: AIR, IMPRESSION, MANNER, QUALITY | KINDS OF CHAIN REACTION ""EFFECTS"": BUTTERFLY, DOMINO, RIPPLE, SNOWBALL | ___ PRESS: BENCH, DRILL, FRENCH, PRINTING","butterfly, judas, snake, turncoat | air, bench, domino, snowball | drill, impression, printing, ripple | french, manner, quality, traitor",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-02-28.txt,https://drive.google.com/file/d/1orJTfqBjhZTpFjDjBw1nh54oeWssF8_o/view,nyt,default,"CRAVING: DESIRE, ITCH, THIRST, URGE | JOBS THAT INVOLVE TRAVELING: CRUISE DIRECTOR, PILOT, ROADIE, SALESMAN | NAME HOMOPHONES: EARNEST, KNEEL, RUSTLE, TAILOR | ASTRONOMICAL TERMS PLUS A LETTER: COMETH, NOVAK, START, SUNG",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-01.txt,https://drive.google.com/file/d/1L7WVNS80rVLiAGumTPfpvUmt5k7yFeLy/view,nyt,default,"LITTLE BITE: CANAPÉ, FINGER FOOD, HORS D'OEUVRE, TAPA | CONSTRUCTION EQUIPMENT: HARD HAT, LADDER, NAIL GUN, TOOL BELT | VACATION EMOJI: AIRPLANE, LUGGAGE, PALM TREE, SMILING FACE WITH SUNGLASSES | THINGS YOU DON'T EAT THAT END IN FOODS: COPYPASTA, JOHANNESBURGER, KNUCKLE SANDWICH, LICORICE PIZZA","canapé, finger food, hors d'oeuvre, tapa | hard hat, ladder, nail gun, tool belt | airplane, johannesburger, palm tree, smiling face with sunglasses | copypasta, knuckle sandwich, licorice pizza, luggage",WRONG (2/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-02.txt,https://drive.google.com/file/d/1SkN-tjaBtDHBRzPysTXL_IotI_Q7B9dF/view,nyt,default,"GYMNASTICS APPARATUS: BEAM, HORSE, RINGS, VAULT | STATUS: POSITION, RANK, STANDING, STATION | BASEBALL CALLS: BALL, FOUL, SAFE, STRIKE | ___ CHICKEN: FUNKY, POPCORN, RUBBER, SPRING",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-03.txt,https://drive.google.com/file/d/1BLr_jpNUW6RI_KShXsFP5gN5EfqMgmaz/view,nyt,default,"""BIG"" THINGS: APPLE, BROTHER, DIPPER, MAC | BE ADJACENT TO: ABUT, FLANK, NEIGHBOR, TOUCH | SEEN IN A CLOSET: HANGER, HOOK, ROD, SHELF | STARTING WITH SYNONYMS FOR ""SPEEDY"": BRISKET, FASTIDIOUS, FLEETWOOD, QUICKSAND","brisket, flank, hanger, shelf | brother, fastidious, fleetwood, quicksand | dipper, hook, rod, touch | abut, apple, mac, neighbor",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-04.txt,https://drive.google.com/file/d/1xIEtp9Q5Mk-nrrFzdDGMWRIZG7zUq_2j/view,nyt,default,"PURSUE: HOUND, SHADOW, TAIL, TRACK | SPORTSMANLIKE: FAIR, HONEST, SPORTING, SQUARE | CLASSIC KID GIFTS: BIKE, BOOK, TOY, VIDEO GAME | ""___ GIRL"" TITLES: GONE, GOSSIP, NEW, WORKING",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-05.txt,https://drive.google.com/file/d/1YsAy-FjsGLTsyW1ojRF8VJ3D6NABL_6H/view,nyt,default,"BITS OF HARDWARE: BOLT, NUT, SCREW, WASHER | PLACES WHERE IDEAS ARE DEVELOPED: INCUBATOR, LAB, SANDBOX, TEST BED | GO BACK AND FORTH: ALTERNATE, SEESAW, SWITCH, TOGGLE | WHAT ""SUB"" MIGHT REFER TO: BELOW, HERO, REPLACEMENT, SUBMARINE",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-06.txt,https://drive.google.com/file/d/1n6SDFexIcDkk-yoUEN9wN4PVswhZjopJ/view,nyt,default,"FREELOADER: LEECH, MOOCH, PARASITE, SPONGE | CONCEALING COVER: BLANKET, CLOAK, CURTAIN, LAYER | WAYS ONE MIGHT REFER TO #: HASH, NUMBER, POUND, SHARP | WORDS FOR LUCIDITY, IN THE SINGULAR: FACULTY, MARBLE, SENSE, WIT","faculty, number, sense, wit | blanket, cloak, curtain, layer | leech, mooch, parasite, sponge | hash, marble, pound, sharp",WRONG (2/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-08.txt,https://drive.google.com/file/d/16w5NaQ4pDI0yor2sNRjw_M9QKgv_rnzz/view,nyt,default,"CITIES: LIMA, NICE, OSAKA, PHOENIX | PALINDROMES: EYE, REFER, ROTATOR, SELES | HORROR MOVIES MINUS ""S"": GREMLIN, JAW, SINNER, TREMOR | STARTING WITH SLANG FOR ZERO: JACKET, NADAL, SQUATTER, ZIPPER",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-09.txt,https://drive.google.com/file/d/1AfWjYagZGPuCUroVyhIXDSvcIWR9LnYp/view,nyt,default,"STARTING WITH THE SAME SOUND, SPELLED DIFFERENTLY: WAREHOUSE, WEARABLE, WEREWOLF, WHEREFORE | METAPHORS FOR PUBLIC SCRUTINY: FISHBOWL, HOT SEAT, MICROSCOPE, SPOTLIGHT | MUPPETS: ANIMAL, BEAKER, FOZZIE, GONZO | THEY FEATURE A BOSS: COMPANY, E STREET BAND, MAFIA, VIDEO GAME","animal, beaker, fozzie, gonzo | company, fishbowl, mafia, warehouse | microscope, spotlight, video game, wearable | e street band, hot seat, werewolf, wherefore",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-10.txt,https://drive.google.com/file/d/1QebZqCfyDt5bKKF7FfRzOQ4l-il0W8h-/view,nyt,default,"COOK WITH DRY HEAT: BROWN, ROAST, SEAR, TOAST | FAMILIAL NICKNAMES: CUZ, GRAM, POP, UNC | U.S. STATE ABBREVIATIONS: MASS, MISS, PENN, WASH | PUNCH: BOX, DUKE, SLUG, SOCK",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-11.txt,https://drive.google.com/file/d/1YMpCT6X0mR723zygrodURKbm6VrMzsK5/view,nyt,default,"STEAL: LIFT, PALM, PINCH, POCKET | MAKE NICER, WITH ""UP"": DRESS, JAZZ, SPIFF, SPRUCE | KINDS OF CONES: ICE CREAM, PINE, SNOW, TRAFFIC | PRONOUN HOMOPHONES: HEE, MI, OUI, YEW",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-12.txt,https://drive.google.com/file/d/16rSdDkH80QRy_EYqDVWTuLkfBAmlS-h5/view,nyt,default,"PLACES TO FIND SAND: BUNKER, DESERT, HOURGLASS, SANDBOX | THINGS THAT MOVE BACK AND FORTH: METRONOME, PENDULUM, SWING, WINDSHIELD WIPER | APPARATUS-BASED EXERCISE CLASSES: BARRE, REFORMER, SPIN, STEP | FEATURING BIRDS: CUCKOO CLOCK, FROOT LOOPS, MEXICAN FLAG, WEATHER VANE","cuckoo clock, metronome, pendulum, weather vane | barre, froot loops, mexican flag, windshield wiper | bunker, desert, hourglass, sandbox | reformer, spin, step, swing",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-13.txt,https://drive.google.com/file/d/1CPO2KIXysaIqNPrQmQxXL9P3BCZdQCeO/view,nyt,default,"""NO THANKS"": LATER, NAH, NEXT TIME, PASS | KINDS OF NUMBERS: EVEN, IRRATIONAL, PERFECT, PRIME | KINDS OF WALLS: BERLIN, BRICK, FOURTH, GREAT | HOMOPHONES OF NON-NUMERIC AMOUNTS: AWL, NUN, PHEW, SUM","later, nah, next time, pass | even, fourth, irrational, prime | awl, berlin, nun, phew | brick, great, perfect, sum",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-14.txt,https://drive.google.com/file/d/18FcvcrhxotjRc3kasaDP21u2nkp2PbuN/view,nyt,default,"HYPNOTIC STATE: DREAM, HAZE, SPELL, TRANCE | STARTING WITH PREFIXES MEANING ""TWO"": BINARY, DIOXIDE, DUOLINGO, TWILIGHT | FICTIONAL INSPECTORS: CLOUSEAU, GADGET, JAVERT, MORSE | ENDING IN FEMALE ANIMALS: HOOTENANNY, LICHEN, MOSCOW, NIGHTMARE",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-15.txt,https://drive.google.com/file/d/1eABUXLYmb_uZjW_b4Rliy272Rh9qti50/view,nyt,default,"GREEDILY CONTROL: BOGART, CORNER, HOG, MONOPOLIZE | TOOTHED WHEELS: COG, GEAR, PINION, SPROCKET | PORTMANTEAUX: BLOG, MOTEL, SMOG, SPORK | BULL___: DOG, DOZE, FROG, HORN",,NO_ANSWER (bad json)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-16.txt,https://drive.google.com/file/d/1eh_i6sid7u68FkYE5JBbMAM7qybPZa8o/view,nyt,default,"ANIMAL GROUP NAMES: GAGGLE, PACK, POD, PRIDE | THINGS ASSOCIATED WITH BEING SLOW: GLACIER, MOLASSES, SLOTH, TRAFFIC | SILENT ""W"": CARTWRIGHT, TWO, WRATH, WRESTLE | WORDS THAT SOUND LIKE STATE ABBREVIATIONS: ANY, EMMY, ENVY, OKAY",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-17.txt,https://drive.google.com/file/d/1ldrl87sFmj0iv9lOjuITsj2-5TcB-Cy6/view,nyt,default,"METAPHORS FOR TROUBLE: BIND, HOT WATER, JAM, PICKLE | MUSIC THEORY CONCEPTS: KEY, PITCH, SCALE, TONE | THINGS WITH STRINGS: BALLOON, KITE, TEA BAG, YO-YO | METAPHORS FOR QUICKNESS: ARROW, LIGHTNING, ROCKET, WIND",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-18.txt,https://drive.google.com/file/d/1T6bWuZHFMnbNnICSWppY74s71eNVkl4r/view,nyt,default,"INTERVAL: PATCH, PERIOD, SPELL, STRETCH | REACT TO A STUBBED TOE: CURSE, HOP, WINCE, YELL | GUITAR EFFECTS PEDALS: DELAY, REVERB, WAH, WHAMMY | ___ CHECK: BLANK, COAT, RAIN, REALITY",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-19.txt,https://drive.google.com/file/d/1RdYB_LvPXjFzOsgXIZJVzc3oJ77hNz3Y/view,nyt,default,"FOLK TALE CHARACTERS: CHICKEN LITTLE, FROG PRINCE, GINGERBREAD MAN, GOLDILOCKS | GOOD LUCK SYMBOLS: EVIL EYE, FOUR-LEAF CLOVER, HORSESHOE, RABBIT'S FOOT | THINGS THAT CHANGE COLOR: CHAMELEON, MOOD RING, SUNSET, TRAFFIC LIGHT | ENDING IN MUSIC GENRES: BABY BLUES, PET ROCK, SCRAP METAL, SODA POP","four-leaf clover, horseshoe, mood ring, rabbit's foot | chicken little, frog prince, gingerbread man, goldilocks | chameleon, soda pop, sunset, traffic light | baby blues, evil eye, pet rock, scrap metal",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-20.txt,https://drive.google.com/file/d/1SpJRWkh8_loiVrAwFeE1G-jTVSQuY2QU/view,nyt,default,"DISTURB: ALARM, CONCERN, RATTLE, SHAKE | WORDS ON A MONOPOLY BOARD: BOARDWALK, CHANCE, LUXURY, PARKING | FIGURE IN GREEK MYTH: FATE, FURY, MUSE, SIREN | EGG ___: CARTON, NOODLE, ROLL, TIMER","chance, fate, fury, muse | alarm, boardwalk, parking, timer | carton, noodle, roll, shake | concern, luxury, rattle, siren",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-21.txt,https://drive.google.com/file/d/19zWOJHNCA0iMUBh2PmULXEKSfi6AJ-KG/view,nyt,default,"DIRECT: BLUNT, FRANK, PLAIN, STRAIGHT | TARGET: GOAL, MARK, OBJECT, POINT | CHECKERS TERMS: CAPTURE, CROWN, JUMP, KING | 20TH CENTURY AMERICAN POETS: BISHOP, FROST, POUND, RICH","bishop, crown, king, object | blunt, frank, plain, straight | frost, jump, mark, pound | capture, goal, point, rich",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-22.txt,https://drive.google.com/file/d/1z_E0zZJOYb9D9BwNLTN0VPuyZjuKhZy-/view,nyt,default,"OVERSEE: CHAIR, HEAD, LEAD, RUN | PICTURE TAKEN FROM A FILM: FRAME, IMAGE, SHOT, STILL | COMPONENTS OF A WEIGHTLIFTING SETUP: BAR, BENCH, RACK, WEIGHTS | ___ SURF: CHANNEL, COUCH, CROWD, KITE",,ERROR: network
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-23.txt,https://drive.google.com/file/d/1wMHM3RX35gCpJflf_0tZNzQVBTevbcte/view,nyt,default,"PRINCIPLED: DECENT, HONEST, MORAL, STAND-UP | GAME-CHANGING INVENTIONS: LIGHT BULB, PRINTING PRESS, SLICED BREAD, WHEEL | ""VIRGIN"" THINGS: MARY, MOCKTAIL, OLIVE OIL, VIRGO | ENDING IN NICKNAME HOMOPHONES: BRAIN STEW, BROCCOLI RABE, JUNGLE GYM, OPEN MIC","jungle gym, light bulb, printing press, wheel | decent, honest, moral, stand-up | mary, mocktail, open mic, virgo | brain stew, broccoli rabe, olive oil, sliced bread",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-24.txt,https://drive.google.com/file/d/1UExy8PjDqNLgmO4KRAYfuhhJME2s3iKT/view,nyt,default,"DESPICABLE: BASE, LOW, MEAN, VILE | FEATURES OF A WEDDING: CAKE, KISS, RING, VOW | KINDS OF TRUCKS: DUMP, FIRE, FOOD, TOW | HETERONYMS: BOW, ROW, SOW, WIND",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-25.txt,https://drive.google.com/file/d/1MkQoHyfvkxYiNZ79BhbUPvTRVcFrI6gH/view,nyt,default,"OBFUSCATE: BLUR, CLOUD, MUDDY, OBSCURE | MAGAZINES: FORTUNE, PEOPLE, SPIN, TIME | PAYMENT METHODS: CASH, CHARGE, CHECK, WIRE | UNITS OF VOLUME WITH LAST LETTER CHANGED: CUR, GALLOP, PING, QUARK","gallop, spin, trot, walk | cirrus, cumulus, nimbus, stratus | blank, cash, personal, rain | blur, cloud, muddy, obscure",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-26.txt,https://drive.google.com/file/d/19HHPjSrR3joDj5bf7GS6qRgwlQPJJ_XS/view,nyt,default,"FOOD PROCUREMENT METHODS: AGRICULTURE, FISHING, GATHERING, HUNTING | MEMBER OF A DETROIT SPORTS TEAM: LION, PISTON, RED WING, TIGER | FEATURES OF A CLASSIC VOTING BOOTH: BALLOT, BOOTH, CURTAIN, LEVER | THEY HAVE BOLTS: FRANKENSTEIN'S MONSTER, HARDWARE STORE, LIGHTNING, LOCK","cylinder, piston, valve, wheel | angel, devil, hat, shoe | booth, curtain, lightning, tiger | fishing, gathering, hunting, lock",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-27.txt,https://drive.google.com/file/d/1cizJx4GczI-sLZ9wVqUBg6uuHNM6cuI4/view,nyt,default,"WHAT IT ALL BOILS DOWN TO: BASIC FACTS, BOTTOM LINE, BRASS TACKS, NITTY-GRITTY | FEATURES OF AN AIRPORT TERMINAL: BAGGAGE CLAIM, DUTY-FREE, FOOD COURT, TICKET COUNTER | THINGS THAT ARE ORANGE: GOLDFISH CRACKER, MONARCH BUTTERFLY, THE LORAX, TRAFFIC CONE | ENDING IN WORDS FOR CELLULAR CONNECTIVITY: LIP SERVICE, MONKEY BARS, TURN SIGNAL, WEDDING RECEPTION",,NO_ANSWER (empty)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-28.txt,https://drive.google.com/file/d/18pdu7ImKpM1L3-GnFLnHy4Pu1_ARZcmu/view,nyt,default,"STEP ONTO, AS A VEHICLE: BOARD, EMBARK, ENTER, MOUNT | QUANTITIES IN MECHANICS: ACCELERATION, FORCE, MASS, MOMENTUM | TEXTBOOK IMAGES: FIGURE, ILLUSTRATION, PICTURE, PLATE | ___ PLANT: FACE, PITCHER, POWER, ROBERT","acceleration, force, mass, momentum | board, embark, enter, mount | face, figure, illustration, picture | pitcher, plate, power, robert",WRONG (2/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-29.txt,https://drive.google.com/file/d/1ChG4q2QgKddWTsK6aTt87RNWGP13tjJa/view,nyt,default,"IMAGES SEEN ON THE STREET: GRAFFITI, MURAL, POSTER, STENCIL | RETRO DANCE CRAZES: HUSTLE, MASHED POTATO, ROBOT, TWIST | SILENT ""P"": CORPS, COUP, PSYCHO, RECEIPT | ___ MARK: BEAUTY, CHECK, QUESTION, STRETCH","hustle, mashed potato, robot, twist | graffiti, mural, poster, stencil | check, coup, psycho, stretch | beauty, corps, question, receipt",WRONG (2/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-30.txt,https://drive.google.com/file/d/1VAJ3J6f_VChfxq2e3P2G6VzUVXfiDj2b/view,nyt,default,"IMITATION: DUMMY, ERSATZ, FAUX, MOCK | PLAY AROUND (WITH): FUTZ, MESS, TINKER, TOY | CAR RENTAL COMPANIES: AVIS, BUDGET, DOLLAR, HERTZ | SNACK BRANDS PLUS STARTING LETTER: FRITZ, PLAYS, TRUFFLES, YUTZ","futz, hertz, tinker, yutz | dummy, ersatz, faux, mock | avis, budget, dollar, tinker | mess, plays, toy, truffles",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-03-31.txt,https://drive.google.com/file/d/1ONtoPv1dlE3jJ3H7uCVLE5jpRoK5pGBZ/view,nyt,default,"SHORTAGE: ABSENCE, CRUNCH, DEFICIT, PINCH | PARTS OF A PIRATE SHIP: CANNON, CROW'S NEST, JOLLY ROGER, PLANK | KINDS OF BRAS: PLUNGE, PUSH-UP, SPORTS, WIRELESS | STARTING WITH BABY ANIMALS: CALF RAISE, CHICK FLICK, FRY COOK, KIT KAT",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-04-02.txt,https://drive.google.com/file/d/1BHATvWxlA0IXnRoZnuWm-fCeWxNX4F4A/view,nyt,default,"SUPPORT: BACK, CHAMPION, ENDORSE, SECOND | OPPORTUNITY: CHANCE, MOMENT, OPENING, WINDOW | MALE ANIMALS: BUCK, DRAKE, DRONE, STALLION | ENDS OF LIQUOR BRANDS: CARDI, EATER, MESON, MIGOS","cardi, drake, endorse, migos | chance, moment, opening, window | buck, drone, meson, stallion | back, champion, eater, second",WRONG (1/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-04-03.txt,https://drive.google.com/file/d/1Fjep5pSY0KRLUUOrEINTatlqSttmsQLl/view,nyt,default,"CATTY: MEAN, PETTY, SMALL, SNIDE | HANKER (FOR): JONES, LONG, LUST, THIRST | COCKTAIL GLASSES: COLLINS, HURRICANE, ROCKS, ZOMBIE | ___ CONTROL: CRUISE, DAMAGE, GROUND, MISSION",,ERROR: jsondecode
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-04-04.txt,https://drive.google.com/file/d/1XnE4Pj3yEnJp_Wzx5J3iesjMY7ErIb49/view,nyt,default,"""LET SLEEPING DOGS LIE"": DOGS, LET, LIE, SLEEPING | OBSCURE: COVER, MASK, SCREEN, SHIELD | COASTAL LANDFORMS: BLUFF, CAPE, POINT, SPIT | ___ CAMP: BAND, BASE, BOOT, SUMMER","band, cape, mask, shield | bluff, cover, lie, screen | boot, sleeping, summer, train | fault, let, out, point",WRONG (0/4)
qwen/qwen3.7-plus,nyt/qwen3.7-plus/default/nyt-2026-04-05.txt,https://drive.google.com/file/d/1hH_9Bzgmn3WkCVcOXf9F0Rb_hV3Jtezx/view,nyt,default,"ATOMIC STRUCTURE TERMS: ELECTRON, NUCLEUS, ORBIT, SHELL | PARTS OF A SHERLOCK HOLMES COSTUME: DEERSTALKER, MAGNIFYING GLASS, PIPE, VIOLIN | THINGS TO FLIP: COIN, LIGHT SWITCH, PANCAKE, THE BIRD | STARTING WITH SYNONYMS FOR ""SLUSH"": GOOGOL, MUSHROOM, PASTEURIZE, PULPIT","coin, mushroom, nut, turtle | deerstalker, light switch, pancake, pipe | electron, nucleus, orbit, shell | googol, magnifying glass, pasteurize, the bird",WRONG (1/4)
